LAT,LON,YEAR,MO,DY,PRECTOT,T2M_MIN,T2M_MAX
47.00001,4.50001,1982,3,8,2.42,-2.15,6.38
47.00001,4.50001,1982,3,9,1.97,-2.97,6.79
47.00001,4.50001,1982,3,10,11.26,1.21,7.89
47.00001,4.50001,1982,3,11,2.25,0.84,6.87
47.00001,4.50001,1982,3,12,3.87,0.28,9.23
47.00001,4.50001,1982,3,13,1.78,-1.18,4.94
47.00001,4.50001,1982,3,14,0.13,-2.17,8.42
47.00001,4.50001,1982,3,15,0.08,-1.29,11.59
47.00001,4.50001,1982,3,16,10.32,3.02,7.97
47.00001,4.50001,1982,3,17,13.74,0.43,6.97
47.00001,4.50001,1982,3,18,2.3,-1.04,5.48
47.00001,4.50001,1982,3,19,3.65,-1.66,6.83
47.00001,4.50001,1982,3,20,6.7,2.12,6.86
47.00001,4.50001,1982,3,21,0.21,-0.49,7.14
47.00001,4.50001,1982,3,22,0.02,-0.74,8.47
47.00001,4.50001,1982,3,23,0.21,0.74,7.69
47.00001,4.50001,1982,3,24,0.03,0.36,9.86
47.00001,4.50001,1982,3,25,0,-2.24,11.39
47.00001,4.50001,1982,3,26,0,-0.38,13.88
47.00001,4.50001,1982,3,27,0.08,2.51,16.1
47.00001,4.50001,1982,3,28,2.14,5.2,12.6
47.00001,4.50001,1982,3,29,5.79,3.17,10.89
47.00001,4.50001,1982,3,30,10.41,0.87,5.23
47.00001,4.50001,1982,3,31,4.01,-0.7,6.1
47.00001,4.50001,1982,4,1,0.53,-0.87,15.2
47.00001,4.50001,1982,4,2,2.1,2.66,10.03
47.00001,4.50001,1982,4,3,0.02,1.95,13.36
47.00001,4.50001,1982,4,4,0,1.85,16.64
47.00001,4.50001,1982,4,5,0.01,5.4,15.24
47.00001,4.50001,1982,4,6,2.99,5.62,12.59
47.00001,4.50001,1982,4,7,0.39,5.83,13.9
47.00001,4.50001,1982,4,8,6.07,2.15,11.88
47.00001,4.50001,1982,4,9,0,-0.96,8.91
47.00001,4.50001,1982,4,10,0.12,-2.07,9.99
47.00001,4.50001,1982,4,11,0.12,1.71,11.12
47.00001,4.50001,1982,4,12,0.01,-0.45,7.37
47.00001,4.50001,1982,4,13,0.03,-1.44,5.68
47.00001,4.50001,1982,4,14,0.03,-1.52,8.53
47.00001,4.50001,1982,4,15,0,-1.42,10.94
47.00001,4.50001,1982,4,16,0,0.15,13.5
47.00001,4.50001,1982,4,17,0,3.68,14.84
47.00001,4.50001,1982,4,18,0,1.27,14.11
